6,1,7,2,7,3,1,2,8,2
1,1,6,8,1,6,5,5,4,2
4,1,7,5,5,2,33,4,7,5
111,111,111,444,111,444,222,333,7,4
1,6,8,2,7,1,2,4,2,4
2,4,2,1,8,2,3,6,4,1
2,7,2,2,1,1,6,2,1,8
5,2,11,4,1,4,1,5,1,1
1,22,2,1,1,7,2,4,2,1
5,5,3,5,7,1,1,7,1,6
4,9,4,11,2,22,7,7,7,7
4,11,4,5,7,2,6,2,2,7
4,4,11,5,8,1,1,2,6,3
1,1,1,2,4,4,11,1,1,11
6,4,11,7,2,4,8,7,11,1
4,33,5,1,1,1,11,1,2,4
9,1,1,1,6,3,7,2,3,2
7,2,7,2,1,2,2,7,2,7
4,1,2,6,4,1,7,2,4,7
4,1,1,4,2,1,7,22,1,7
5,2,2,1,1,4,1,7,2,4
2,8,22,11,1,1,1,8,4,7
7,6,1,2,1,1,7,5,7,7
5,5,1,2,8,7,4,1,1,2
8,5,4,3,1,2,2,1,2,8
7,1,4,1,2,1,2,1,1,6
22,4,1,7,1,2,11,2,9,9
1,8,7,1,7,7,2,1,4,7
1,11,4,2,4,5,2,1,1,1
7,2,3,2,4,9,33,22,6,4
2,7,7,7,1,1,3,2,7,22
444,1,7,7,4,2,1,2,4,1
2,33,1,6,1,3,2,4,2,7
1,11,2,8,1,8,5,1,1,4
5,111,444,111,444,1,33,6,1,11
7,1,1,1,4,3,2,6,1,3
1,2,1,1,2,5,11,1,2,2
6,3,2,2,5,5,2,2,4,2
1,4,2,4,7,2,7,6,4,7
1,1,7,2,1,1,5,6,4,3
1,3,4,6,7,5,2,2,1,1
7,3,2,1,1,7,1,1,2,4
7,11,2,1,4,22,1,3,2,2
1,2,1,7,2,5,1,7,7,2
2,6,1,4,1,2,1,1,1,1
1,2,33,8,4,2,22,7,7,6
2,1,5,4,1,4,11,7,5,2
1,7,6,6,1,4,2,2,1,2
4,3,6,7,4,5,4,3,11,4
1,1,5,5,6,5,8,2,2,2
7,7,5,1,5,5,1,5,22,111
111,555,444,222,111,111,222,111,111,111
444,111,444,222,111,222,222,111,444,222
111,555,444,444,111,222,222,444,111,444
444,222,444,333,222,111,111,444,333,4
444,111,222,444,111,444,111,222,111,444
222,444,111,111,444,111,111,111,333,444
111,111,444,444,444,44,44,44,7,2
2,6,4,1,7,6,2,1,111,55
1,1,1,4,1,6,4,1,2,1
44,44,66,44,44,44,44,44,7,5
4,7,7,8,2,7,2,1,11,5
1,1,1,2,2,7,1,2,111,222
444,111,333,5,3,5,1,1,1,5
3,1,8,4,5,5,4,4,8,2
1,2,11,22,8,4,1,2,2,22
7,4,1,1,3,9,2,1,1,2
1,1,5,3,11,2,1,5,7,3
5,2,4,1,1,4,1,33,4,1
1,1,1,4,1,1,7,9,7,11
6,11,2,4,6,1,8,7,2,4
7,1,1,2,1,7,5,8,1,5
7,2,5,7,6,1,2,2,2,6
11,7,4,7,5,1,7,1,6,1
1,4,1,6,4,9,6,1,7,1
4,11,7,6,4,33,1,2,4,7
2,8,7,4,2,11,6,1,1,1
3,2,1,1,1,8,11,1,2,3
1,7,6,1,3,1,4,1,2,3
1,2,4,2,1,2,5,3,6,7
7,6,1,4,1,2,1,1,2,8
4,1,1,8,1,2,1,2,7,3
1,4,4,1,7,7,4,2,4,4
4,1,2,2,2,2,7,4,1,1
11,3,4,1,3,2,5,1,7,1
2,1,1,5,5,3,2,1,11,7
4,1,1,4,3,11,8,3,11,4
22,1,4,7,1,5,1,6,2,1
1,33,1,1,1,11,7,1,4,11
1,33,5,4,7,4,2,2,22,5
6,6,4,2,11,4,1,5,2,5
8,2,1,1,2,2,7,1,1,1
22,4,4,2,11,1,1,11,8,1
7,1,4,1,2,1,1,2,6,4
1,1,4,1,22,6,1,5,11,1
5,1,1,1,4,2,11,2,7,2
1,1,4,1,1,1,1,8,1,2
4,22,9,6,2,5,1,2,3,1
11,1,4,7,7,8,5,2,2,6
1,1,4,1,6,6,7,7,2,8
3,1,5,1,1,8,7,8,1,6
4,11,4,1,22,4,3,1,5,1
2,1,2,2,1,1,4,4,7,11
1,1,5,1,2,1,1,3,1,6
6,8,4,1,1,1,1,2,8,1
2,2,4,1,5,1,5,33,11,5
1,6,4,2,2,1,1,2,4,1
2,3,1,1,1,5,4,1,2,2
1,2,1,8,2,1,4,2,3,1
33,5,1,1,1,6,7,1,7,1
5,7,11,7,7,1,6,7,2,1
22,1,2,2,1,7,1,2,4,1
2,22,7,1,6,2,4,2,1,4
4,2,2,1,4,3,3,4,1,1
5,7,5,7,1,5,1,2,2,2
1,3,5,4,7,4,22,8,5,1
4,1,4,1,1,2,4,1,8,22
9,5,7,1,4,1,5,7,2,1
1,5,5,1,7,1,7,1,7,7
4,7,4,8,5,4,4,6,6,4
1,5,4,4,2,11,5,1,33,1
8,2,1,2,1,1,2,1,1,7
1,7,7,1,1,1,2,4,1,1
2,5,2,1,22,4,9,22,8,22
4,1,1,7,4,4,7,1,3,9
111,555,222,222,444,555,111,222,222,444
111,444,111,333,111,444,444,444,444,222
4,4,1,1,4,5,5,7,7,7
5,4,1,6,2,3,7,1,1,2
7,11,5,1,2,1,2,1,7,2
3,5,6,4,1,2,2,7,7,8
333,5,4,333,2,1,5,3,1,1
2,22,1,5,1,22,4,1,5,2
11,2,1,2,6,1,7,1,2,1
1,7,6,4,4,1,1,8,2,1
22,5,7,4,3,1,22,4,3,3
2,5,1,2,1,8,8,5,7,7
5,1,2,5,5,7,2,1,5,1
8,6,1,1,1,3,2,1,2,4
2,2,4,8,1,8,1,1,7,2
7,1,2,2,3,5,4,4,2,11
1,2,1,22,5,4,9,4,2,11
7,1,1,1,1,2,7,1,2,4
4,5,2,9,4,3,2,22,4,4
7,11,8,1,4,1,2,7,4,1
1,1,4,1,22,1,1,8,4,1
1,2,9,1,4,11,2,1,2,7
1,5,2,1,11,1,4,1,6,2
2,4,1,4,4,7,1,6,1,3
5,7,5,1,1,2,2,2,4,1
1,11,8,2,4,4,4,7,6,4
1,3,4,11,33,8,5,4,11,1
5,1,1,1,1,1,8,5,22,4
1,1,7,7,4,1,5,6,2,22
11,8,1,9,4,7,5,7,1,2
5,1,8,8,4,3,2,1,1,7
9,1,6,6,2,1,2,7,1,8
5,1,1,1,4,6,1,4,4,2
4,2,7,2,2,8,1,1,1,4
2,5,6,6,4,22,5,6,1,4
4,1,6,6,4,6,2,8,1,4
1,1,4,5,3,4,2,11,4,5
8,1,6,1,3,2,1,1,1,2
1,2,2,22,7,2,1,1,4,5
1,33,3,1,33,2,4,2,7,7
11,2,4,2,9,1,7,2,4,3
7,5,1,6,7,22,4,7,6,7
6,1,22,5,11,3,7,2,7,4
11,1,22,33,1,6,7,7,4,1
4,2,1,5,22,1,4,1,7,4
4,1,3,4,2,1,1,8,1,7
11,5,1,1,8,4,6,1,7,7
8,6,1,3,8,1,5,1,1,5
1,6,7,6,8,3,2,5,1,2
4,1,4,2,1,7,1,1,6,3
3,4,1,3,7,2,2,5,3,5
2,6,1,7,1,2,4,1,11,3
2,6,8,11,3,6,8,5,4,2
33,4,1,1,5,1,8,5,4,1
6,1,7,33,2,8,1,8,1,5
2,1,1,1,1,11,2,8,1,1
3,1,1,22,1,6,1,8,1,1
444,444,333,444,111,444,444,444,111,222
111,111,555,111,444,222,444,111,444,222
444,666,444,111,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44
44,44,44,55,55,44,44,44,44,55
44,44,44,44,44,44,44,44,44,44
44,55,55,44,44,44,44,55,44,55
44,55,44,55,44,44,44,44,66,44
44,44,44,44,44,44,55,44,44,44
55,44,44,55,44,44,44,44,44,55
44,55,55,55,55,55,44,44,44,44
44,55,44,44,44,44,44,44,44,44
44,44,44,44,55,55,55,66,55,44
55,44,44,44,55,44,55,55,44,44
44,44,44,44,44,44,55,44,44,44
55,44,33,2,5,2,2,4,7,8
7,1,1,9,22,1,7,1,8,1
1,8,6,4,8,6,1,1,1,7
7,5,2,2,2,8,2,7,1,1
2,1,2,5,5,11,5,11,2,5
22,4,1,4,1,4,2,22,1,8
1,1,1,7,2,1,9,5,1,3
2,5,2,6,4,1,1,2,33,4
8,4,7,1,6,1,11,2,22,6
2,1,1,11,2,1,4,7,1,2
1,5,4,8,9,2,1,1,1,2
1,7,44,66,44,44,55,44,55,44
44,44,55,2,1,2,5,1,1,3
3,5,4,2,7,22,4,3,7,1
9,4,4,3,8,1,3,1,1,1
2,11,7,1,2,9,2,1,1,3
22,1,5,1,11,11,7,8,1,8
1,11,1,11,3,1,4,1,1,8
33,4,4,7,7,4,1,2,4,2
1,33,1,1,1,4,7,1,1,2
7,1,1,11,9,2,2,3,5,2
4,2,1,4,11,4,7,4,2,1
4,7,1,5,11,2,4,11,7,1
11,1,3,2,22,11,1,1,4,5
1,1,6,11,1,2,2,22,1,7
4,1,4,1,4,1,9,11,2,4
2,6,11,2,8,4,2,7,8,2
2,2,3,4,1,1,8,2,2,1
22,2,6,5,1,2,3,4,2,2
7,1,4,11,4,1,8,1,8,4
1,7,2,1,2,1,8,8,2,7
1,2,22,4,8,7,1,8,1,5
1,8,5,6,7,11,6,7,11,22
2,5,1,1,1,1,1,1,2,2
1,7,3,2,11,9,8,9,1,22
444,222,111,2,7,5,8,1,22,3
6,1,3,5,3,6,7,1,7,1
5,2,8,5,4,2,4,1,8,1
2,11,2,1,6,8,1,5,5,1
1,1,1,6,9,5,7,1,1,2
5,8,11,7,2,4,4,4,2,5
6,4,1,11,11,4,4,2,9,8
11,1,5,2,2,1,2,6,3,33
2,2,1,7,7,4,4,2,7,7
4,1,1,444,7,1,5,1,7,1
3,22,8,2,4,4,1,11,1,5
7,1,4,11,6,1,5,8,1,4
3,9,6,8,1,3,3,8,4,2
1,7,7,1,11,1,1,1,2,5
1,1,2,5,1,4,2,6,1,1
11,2,6,2,4,22,6,11,6,1
5,11,3,5,222,444,111,333,111,111
111,5,1,5,1,1,3,1,33,11
11,444,444,444,333,111,555,444,444,444
2,1,4,1,4,7,5,1,2,6
7,5,4,3,5,6,1,6,2,2
5,1,2,4,4,2,1,1,1,2
1,4,1,6,2,4,2,1,2,7
6,1,2,7,2,11,9,1,1,11
4,8,2,7,1,1,1,1,6,1
5,4,4,1,4,2,6,1,2,8
5,5,4,1,2,4,2,11,2,1
22,6,1,1,11,4,1,6,1,2
7,7,3,1,1,2,6,1,1,4
7,1,2,6,1,1,1,1,8,11
3,2,1,4,5,4,1,8,2,7
3,7,1,4,11,2,5,1,3,1
2,9,1,5,1,1,2,4,2,11
7,4,1,1,7,2,3,11,3,7
1,3,4,1,1,2,1,3,3,6
1,2,2,1,1,1,11,7,6,1
1,1,1,1,8,5,5,5,2,1
2,3,11,2,3,1,4,5,1,4
7,11,2,4,6,1,8,2,1,1
2,1,1,7,5,2,2,5,2,8
3,22,4,1,4,1,1,6,1,2
1,2,8,2,1,3,4,6,22,6
2,1,7,1,2,2,6,1,4,3
2,7,4,2,2,1,4,2,2,22
111,222,111,222,222,222,111,111,333,555
444,333,111,444,111,444,444,111,444,444
444,444,222,111,111,44,44,44,44,44
44,44,44,55,44,55,44,44,44,1
7,2,7,4,2,8,22,7,4,1
7,2,7,2,1,6,2,7,7,2
2,1,1,7,4,2,2,1,7,2
2,3,4,2,1,2,6,1,8,1
7,3,3,6,1,2,2,22,88,4
2,1,33,5,1,4,2,7,1,3
8,1,2,22,22,8,2,1,77,1
2,8,8,11,7,2,1,77,8,6
7,1,7,7,1,1,3,1,2,4
7,1,6,2,1,1,4,4,8,4
111,444,111,444,111,444,444,111,444,444
2,3,2,1,2,3,1,1,7,4
22,1,11,1,1,2,6,4,6,4
444,111,333,444,444,444,222,444,555,222
444,111,444,444,111,44,44,44,44,44
1,6,2,2,7,1,7,7,7,4
7,7,5,6,3,1,7,1,33,1
1,2,1,4,3,4,1,7,3,6
1,7,1,8,8,1,3,7,2,8
6,2,1,1,2,4,2,4,1,3
2,8,1,1,2,4,4,1,1,1
4,7,7,5,4,11,5,1,1,7
2,6,4,4,1,77,4,7,11,11
1,1,1,6,8,4,2,3,22,11
11,1,2,1,11,11,8,11,11,1
1,22,5,9,5,4,1,2,7,4
1,1,1,2,44,2,2,6,1,1
7,8,1,8,1,4,2,4,4,11
1,11,2,8,4,2,8,1,4,22
4,2,5,7,2,1,1,6,6,1
7,4,2,11,3,1,1,6,1,11
22,1,4,8,7,7,2,11,1,2
33,11,3,3,4,1,4,6,6,2
11,2,1,6,4,8,2,4,1,11
2,3,8,8,4,1,2,2,7,5
2,8,2,4,7,5,5,2,2,6
3,22,2,4,1,2,22,1,7,1
88,1,4,4,1,7,1,1,6,1
3,1,7,1,2,4,7,22,6,2
1,11,1,22,2,2,5,7,1,5
1,5,6,1,6,7,77,4,5,11
1,4,1,88,1,1,4,8,2,2
1,4,2,2,6,1,4,4,3,2
2,1,1,1,5,22,4,4,8,5
1,1,8,4,5,1,1,4,4,7
5,1,8,2,77,8,1,1,2,2
3,2,1,3,2,1,5,4,22,2
3,3,2,7,4,1,5,11,4,3
1,1,1,7,9,4,1,1,1,6
7,2,1,1,2,22,1,2,2,4
2,1,2,5,8,77,1,77,7,77
2,1,2,11,5,1,7,1,6,7
4,2,4,1,1,1,1,5,2,8
4,5,2,1,1,1,1,2,33,2
2,4,4,11,1,8,1,4,4,4
4,2,8,2,4,2,1,2,3,2
5,2,2,1,2,4,2,1,7,2
2,7,11,1,7,2,2,4,2,7
2,22,2,7,1,3,2,6,6,3
5,2,2,1,1,2,8,1,1,3
1,1,4,6,1,7,7,5,4,7
11,7,5,8,4,4,3,5,6,1
4,5,1,3,1,6,11,2,1,5
7,2,11,1,33,1,1,1,1,2
1,4,2,1,4,4,11,1,2,2
3,8,11,7,2,5,11,4,1,1
6,1,3,4,1,1,2,6,1,2
8,7,11,1,1,5,1,2,2,88
4,7,4,2,11,1,2,1,3,8
4,5,1,5,9,5,2,5,2,3
2,1,1,5,7,7,1,5,9,1
6,7,2,8,2,4,1,3,1,1
7,2,11,3,4,6,1,1,4,1
11,4,8,8,7,8,1,2,22,2
7,77,2,2,1,4,5,4,1,4
1,2,7,6,6,7,1,7,4,4
5,4,6,4,1,2,1,2,4,1
1,2,5,6,6,2,7,1,22,5
44,44,44,44,55,55,44,55,44,44
2,3,1,2,2,5,7,5,1,1
1,7,22,7,7,8,6,6,2,1
4,1,4,5,1,11,1,8,7,3
2,88,8,8,5,1,4,1,11,7
3,1,1,1,2,1,77,1,5,2
1,1,1,4,4,5,2,4,2,7
6,2,1,3,1,2,9,1,2,2
8,1,2,2,2,1,4,7,3,77
8,1,1,4,1,7,1,4,5,2
4,4,1,2,7,1,1,1,7,4
3,1,5,7,4,1,3,7,7,1
6,1,7,8,1,8,3,2,4,7
9,7,1,1,1,5,2,1,2,1
5,4,7,1,22,4,6,4,6,7
4,4,5,7,5,11,2,7,1,4
1,5,5,1,4,1,2,2,7,1
8,5,33,8,1,4,4,7,4,2
2,3,8,4,2,8,3,6,22,1
11,6,2,2,7,7,3,7,3,6
7,5,4,1,1,1,2,1,3,1
11,2,2,4,1,8,1,2,11,2
2,4,1,4,1,1,1,4,7,7
2,2,1,2,4,2,2,7,2,1
2,1,3,1,1,2,4,1,5,2
4,7,1,3,4,2,7,22,2,2
3,2,3,22,1,1,2,1,4,1
2,2,1,3,1,1,4,1,4,5
22,9,3,1,6,2,8,1,2,2
5,1,1,8,4,1,4,1,1,9
5,9,2,77,2,4,8,22,4,7
444,444,333,444,111,11,1,1,1,7
6,77,2,1,5,2,3,4,1,2
1,4,1,1,5,1,4,1,7,11
4,1,3,4,2,1,7,2,4,2
2,2,1,1,1,7,7,2,4,4
1,7,2,8,8,4,1,2,2,4
2,3,1,2,5,1,9,1,7,5
111,444,444,444,111,111,111,222,1,7
6,33,4,1,7,11,4,8,2,1
4,1,2,2,2,6,6,1,1,7
8,2,33,5,11,2,4,1,5,1
8,7,1,5,1,7,4,4,4,5
2,2,2,2,4,8,4,1,1,9
111,444,444,222,6,1,4,7,5,7
1,1,5,8,1,4,11,2,1,11
3,2,4,1,4,2,1,2,9,7
222,6,4,8,4,7,6,3,4,2
4,3,1,4,6,1,4,2,1,5
1,2,1,7,2,7,6,4,1,7
1,1,1,3,4,1,8,2,1,4
1,1,1,7,7,6,2,1,33,5
1,1,7,4,11,8,6,1,1,2
4,1,1,2,8,22,1,3,5,1
1,4,1,5,3,4,2,2,1,4
5,1,1,1,5,1,5,7,11,2
33,22,7,8,2,1,3,5,6,2
2,5,2,7,1,7,3,4,4,3
11,11,1,4,3,6,1,8,1,4
2,8,8,1,3,4,1,1,1,1
8,2,2,1,1,2,7,1,5,6
8,1,1,11,2,4,4,1,2,2
5,111,666,444,8,7,5,1,1,77
1,1,2,2,11,4,4,7,1,3
11,8,1,1,6,4,8,1,7,1
6,4,1,6,5,33,1,1,1,5
1,2,2,1,11,8,77,2,1,1
1,2,2,5,1,22,4,4,22,11
8,2,22,1,2,11,22,2,7,5
2,7,11,5,2,11,2,2,1,6
2,1,11,2,7,1,7,4,4,8
8,7,4,2,1,6,1,7,6,5
2,2,1,4,33,8,8,6,22,6
7,1,1,2,1,4,5,7,1,1
